0;0
2.26757e-05;1220.86
4.53515e-05;2440.02
6.80272e-05;3655.79
9.07029e-05;4866.49
0.000113379;6070.42
0.000136054;7265.92
0.00015873;8451.33
0.000181406;9624.99
0.000204082;10785.3
0.000226757;11930.6
0.000249433;13059.3
0.000272109;14169.9
0.000294785;15260.8
0.00031746;16330.5
0.000340136;17377.5
0.000362812;18400.4
0.000385488;19397.7
0.000408163;20368.1
0.000430839;21310.1
0.000453515;22222.6
0.00047619;23104.2
0.000498866;23953.6
0.000521542;24769.8
0.000544218;25551.6
0.000566893;26297.9
0.000589569;27007.7
0.000612245;27679.9
0.000634921;28313.7
0.000657596;28908.2
0.000680272;29462.4
0.000702948;29975.8
0.000725624;30447.5
0.000748299;30876.9
0.000770975;31263.4
0.000793651;31606.5
0.000816327;31905.6
0.000839002;32160.5
0.000861678;32370.6
0.000884354;32535.8
0.000907029;32655.8
0.000929705;32730.4
0.000952381;32759.6
0.000975057;32743.2
0.000997732;32681.3
0.00102041;32574.1
0.00104308;32421.5
0.00106576;32224
0.00108844;31981.6
0.00111111;31694.9
0.00113379;31364.1
0.00115646;30989.7
0.00117914;30572.3
0.00120181;30112.4
0.00122449;29610.7
0.00124717;29067.8
0.00126984;28484.5
0.00129252;27861.7
0.00131519;27200.2
0.00133787;26500.8
0.00136054;25764.7
0.00138322;24992.8
0.0014059;24186.1
0.00142857;23345.8
0.00145125;22473.1
0.00147392;21569.2
0.0014966;20635.3
0.00151927;19672.8
0.00154195;18682.9
0.00156463;17667.1
0.0015873;16626.7
0.00160998;15563.2
0.00163265;14478.1
0.00165533;13372.9
0.001678;12249.1
0.00170068;11108.3
0.00172336;9952
0.00174603;8781.93
0.00176871;7599.65
0.00179138;6406.81
0.00181406;5205.08
0.00183673;3996.11
0.00185941;2781.6
0.00188209;1563.22
0.00190476;342.662
0.00192744;-878.368
0.00195011;-2098.18
0.00197279;-3315.08
0.00199546;-4527.36
0.00201814;-5733.37
0.00204082;-6931.39
0.00206349;-8119.8
0.00208617;-9296.92
0.00210884;-10461.1
0.00213152;-11610.8
0.00215419;-12744.3
0.00217687;-13860.2
0.00219955;-14956.8
0.00222222;-16032.6
0.0022449;-17086.1
0.00226757;-18115.9
0.00229025;-19120.5
0.00231293;-20098.6
0.0023356;-21048.7
0.00235828;-21969.6
0.00238095;-22860
0.00240363;-23718.6
0.0024263;-24544.2
